caiE,NP_414577.2,34780,35371,-1,putative transferase CaiE
caiD,NP_414578.2,35376,36162,-1,crotonobetainyl-CoA hydratase
caiC,NP_414579.4,36270,37824,-1,carnitine-CoA ligase
caiB,NP_414580.1,37897,39115,-1,gamma-butyrobetainyl-CoA:carnitine CoA transferase
caiA,NP_414581.1,39243,40386,-1,crotonobetainyl-CoA reductase
caiT,NP_414582.1,40416,41931,-1,L-carnitine:gamma-butyrobetaine antiporter
fixA,NP_414583.2,42402,43173,1,putative electron transfer flavoprotein FixA
fixB,NP_414584.1,43187,44129,1,putative electron transfer flavoprotein FixB
fixC,NP_414585.1,44179,45466,1,putative oxidoreductase FixC
fixX,NP_414586.1,45462,45750,1,putative ferredoxin FixX
yaaU,NP_414587.1,45806,47138,1,putative transporter YaaU
kefF,NP_414588.1,47245,47776,1,regulator of KefC-mediated potassium transport and quinone oxidoreductase
kefC,NP_414589.1,47768,49631,1,K(+) : H(+) antiporter KefC
folA,NP_414590.1,49822,50302,1,dihydrofolate reductase
apaH,NP_414591.1,50379,51222,-1,diadenosine tetraphosphatase
apaG,NP_414592.1,51228,51606,-1,DUF525 domain-containing protein ApaG
rsmA,NP_414593.1,51608,52430,-1,16S rRNA m(6)2A1518:m(6)2A1519 dimethyltransferase
pdxA,NP_414594.1,52426,53416,-1,4-hydroxythreonine-4-phosphate dehydrogenase
surA,NP_414595.1,53415,54702,-1,peptidyl-prolyl cis-trans isomerase SurA
lptD,NP_414596.1,54754,57109,-1,lipopolysaccharide assembly protein LptD
djlA,NP_414597.1,57363,58179,1,co-chaperone protein DjlA
yabP,YP_009518734.1,58473,59124,1,putative uncharacterized protein YabP
yabQ,YP_009518735.1,59120,59279,1,protein YabQ
rluA,NP_414600.1,59686,60346,-1,23S rRNA pseudouridine(746) and tRNA pseudouridine(32) synthase
rapA,NP_414601.1,60357,63264,-1,RNA polymerase-binding ATPase and RNAP recycling factor
polB,NP_414602.1,63428,65780,-1,DNA polymerase II
araD,NP_414603.1,65854,66550,-1,L-ribulose-5-phosphate 4-epimerase AraD
araA,NP_414604.1,66834,68337,-1,L-arabinose isomerase
araB,NP_414605.1,68347,70048,-1,ribulokinase
araC,NP_414606.1,70386,71265,1,DNA-binding transcriptional dual regulator AraC
yabI,NP_414607.1,71350,72115,1,DedA family protein YabI
thiQ,NP_414608.1,72228,72927,-1,thiamine ABC transporter ATP binding subunit
thiP,NP_414609.1,72910,74521,-1,thiamine ABC transporter membrane subunit
thiB,NP_414610.1,74496,75480,-1,thiamine ABC transporter periplasmic binding protein
sgrR,NP_414611.1,75643,77299,-1,DNA-binding transcriptional dual regulator SgrR
sgrT,YP_002791237.1,77387,77519,1,putative inhibitor of the PtsG glucose transporter
setA,YP_025293.1,77620,78799,1,sugar exporter SetA
leuD,NP_414613.1,78847,79453,-1,3-isopropylmalate dehydratase subunit LeuD
leuC,NP_414614.1,79463,80864,-1,3-isopropylmalate dehydratase subunit LeuC
leuB,NP_414615.4,80866,81958,-1,3-isopropylmalate dehydrogenase
leuA,NP_414616.1,81957,83529,-1,2-isopropylmalate synthase
leuL,NP_414617.1,83621,83708,-1,leu operon leader peptide
leuO,NP_414618.4,84367,85312,1,DNA-binding transcriptional dual regulator LeuO
yabR,YP_009518736.1,85466,85511,-1,protein YabR
ilvI,YP_025294.2,85629,87354,1,acetolactate synthase/acetohydroxybutanoate synthase: catalytic subunit
ilvH,NP_414620.1,87356,87848,1,acetolactate synthase/acetohydroxybutanoate synthase: regulatory subunit
cra,NP_414622.1,88027,89032,1,DNA-binding transcriptional dual regulator Cra
mraZ,NP_414623.1,89633,90092,1,DNA-binding transcriptional repressor MraZ
rsmH,NP_414624.1,90093,91035,1,16S rRNA m(4)C1402 methyltransferase
ftsL,NP_414625.1,91031,91397,1,cell division protein FtsL
ftsI,NP_414626.1,91412,93179,1,peptidoglycan DD-transpeptidase FtsI
murE,NP_414627.1,93165,94653,1,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2: 6-diaminopimelate ligase
murF,NP_414628.1,94649,96008,1,D-alanyl-D-alanine-adding enzyme
mraY,NP_414629.1,96001,97084,1,phospho-N-acetylmuramoyl-pentapeptide- transferase
murD,NP_414630.1,97086,98403,1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
ftsW,NP_414631.1,98402,99647,1,putative lipid II flippase FtsW
murG,NP_414632.1,99643,100711,1,N-acetylglucosaminyl transferase
murC,NP_414633.1,100764,102240,1,UDP-N-acetylmuramate--L-alanine ligase
ddlB,NP_414634.1,102232,103153,1,D-alanine--D-alanine ligase B
ftsQ,NP_414635.1,103154,103985,1,cell division protein FtsQ
ftsA,NP_414636.1,103981,105244,1,cell division protein FtsA
ftsZ,NP_414637.1,105304,106456,1,cell division protein FtsZ
lpxC,NP_414638.1,106556,107474,1,UDP-3-O-acyl-N-acetylglucosamine deacetylase
secM,NP_414639.2,107704,108217,1,SecA translation regulator
secA,NP_414640.1,108278,110984,1,protein translocation ATPase
mutT,NP_414641.1,111043,111433,1,8-oxo-dGTP diphosphatase
yacG,NP_414643.1,111648,111846,-1,DNA gyrase inhibitor YacG
zapD,NP_414644.1,111855,112599,-1,cell division factor ZapD
coaE,NP_414645.1,112598,113219,-1,dephospho-CoA kinase
yacM,YP_009518737.1,113243,113288,1,protein YacM
guaC,NP_414646.1,113443,114487,1,GMP reductase
hofC,NP_414648.1,114521,115724,-1,inner membrane protein HofC
hofB,NP_414649.1,115713,117099,-1,T2SSE family protein
ppdD,NP_414650.1,117108,117549,-1,prepilin peptidase-dependent protein
nadC,NP_414651.1,117751,118645,-1,quinolinate phosphoribosyltransferase (decarboxylating)
ampD,NP_414652.1,118732,119284,1,1:6-anhydro-N-acetylmuramoyl-L-alanine amidase
ampE,NP_414653.1,119280,120135,1,protein AmpE
aroP,NP_414654.1,120177,121551,-1,aromatic amino acid:H(+) symporter AroP
pdhR,NP_414655.1,122091,122856,1,DNA-binding transcriptional dual regulator PdhR
aceE,NP_414656.1,123016,125680,1,pyruvate dehydrogenase E1 component
aceF,NP_414657.1,125694,127587,1,pyruvate dehydrogenase: E2 subunit
lpd,NP_414658.1,127911,129336,1,lipoamide dehydrogenase
yacH,NP_414659.1,129406,131260,-1,DUF3300 domain-containing protein YacH
acnB,NP_414660.1,131614,134212,1,hypothetical protein
yacL,NP_414661.2,134387,134750,1,UPF0231 family protein YacL
speD,NP_414662.1,134787,135582,-1,S-adenosylmethionine decarboxylase proenzyme
speE,NP_414663.1,135597,136464,-1,spermidine synthase
yacC,NP_414664.4,136569,136917,-1,putative lipoprotein YacC
cueO,NP_414665.1,137082,138633,1,cuprous oxidase/multicopper oxidase with role in copper homeostasis
gcd,NP_414666.1,138834,141225,-1,quinoprotein glucose dehydrogenase
hpt,NP_414667.4,141430,141967,1,hypoxanthine phosphoribosyltransferase
can,NP_414668.1,142007,142670,-1,carbonic anhydrase 2
yadG,NP_414669.1,142778,143705,1,putative ABC transporter ATP-binding protein YadG
yadH,NP_414670.1,143701,144472,1,putative ABC transporter membrane subunit YadH
yadI,NP_414671.1,144576,145017,1,putative PTS enzyme IIA component YadI
yadE,NP_414672.1,145080,146310,1,putative polysaccharide deacetylase lipoprotein
panD,NP_414673.1,146313,146694,-1,aspartate 1-decarboxylase proenzyme
rpnC,NP_414674.1,146967,147870,1,recombination-promoting nuclease RpnC
panC,NP_414675.1,147943,148795,-1,pantothenate synthetase
panB,NP_414676.1,148806,149601,-1,3-methyl-2-oxobutanoate hydroxymethyltransferase
yadC,NP_414677.1,149714,150953,-1,fimbrial tip-adhesin YadC
yadK,NP_414678.1,151002,151599,-1,putative fimbrial protein YadK
yadL,NP_414679.1,151625,152231,-1,putative fimbrial protein YadL
yadM,NP_414680.4,152242,152812,-1,putative fimbrial protein YadM
htrE,NP_414681.1,152828,155426,-1,putative fimbrial usher protein HtrE
yadV,NP_414682.1,155460,156201,-1,putative fimbrial chaperone YadV
yadN,NP_414683.1,156298,156883,-1,putative fimbrial protein YadN
folK,NP_414684.1,157252,157732,-1,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
pcnB,NP_414685.4,157728,159126,-1,poly(A) polymerase I
gluQ,NP_414686.3,159185,160112,-1,glutamyl-Q tRNA(Asp) synthetase
dksA,NP_414687.1,160148,160604,-1,RNA polymerase-binding transcription factor DksA
sfsA,NP_414688.1,160781,161486,-1,putative DNA-binding transcriptional regulator of maltose metabolism
thpR,NP_414689.4,161500,162031,-1,RNA 2':3'-cyclic phosphodiesterase
hrpB,NP_414690.4,162104,164534,1,putative ATP-dependent RNA helicase HrpB
mrcB,NP_414691.1,164729,167264,1,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcB
fhuA,NP_414692.1,167483,169727,1,ferrichrome outer membrane transporter/phage receptor
fhuC,NP_414693.1,169777,170575,1,iron(III) hydroxamate ABC transporter ATP binding subunit
fhuD,NP_414694.1,170574,171465,1,iron(III) hydroxamate ABC transporter periplasmic binding protein
fhuB,NP_414695.1,171461,173444,1,iron(III) hydroxamate ABC transporter membrane subunit
hemL,NP_414696.1,173601,174882,-1,glutamate-1-semialdehyde aminotransferase
clcA,NP_414697.1,175106,176528,1,chloride:H(+) antiporter ClcA
yadW,YP_009518738.1,176551,176617,1,protein YadW
erpA,NP_414698.1,176609,176954,1,iron-sulfur cluster insertion protein ErpA
yadS,NP_414699.1,177000,177624,-1,conserved inner membrane protein YadS
btuF,NP_414700.1,177661,178462,-1,vitamin B12 ABC transporter periplasmic binding protein
mtn,NP_414701.1,178454,179153,-1,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
dgt,NP_414702.1,179236,180754,1,dGTP triphosphohydrolase
degP,NP_414703.1,180883,182308,1,periplasmic serine endoprotease DegP
cdaR,NP_414704.4,182462,183620,1,DNA-binding transcriptional activator CdaR
yaeH,NP_414705.1,183708,184095,-1,DUF3461 domain-containing protein YaeH
yaeI,NP_414706.2,184256,185069,-1,phosphodiesterase YaeI
dapD,NP_414708.1,185122,185947,-1,tetrahydrodipicolinate succinylase
glnD,NP_414709.1,185977,188650,-1,PII uridylyltransferase/uridylyl removing enzyme
map,NP_414710.1,188711,189506,-1,methionine aminopeptidase
rpsB,NP_414711.1,189873,190599,1,30S ribosomal subunit protein S2
tsf,NP_414712.1,190856,191708,1,protein chain elongation factor EF-Ts
pyrH,NP_414713.1,191854,192580,1,UMP kinase
frr,NP_414714.1,192871,193429,1,ribosome-recycling factor
dxr,NP_414715.1,193520,194717,1,1-deoxy-D-xylulose 5-phosphate reductoisomerase
ispU,NP_414716.1,194902,195664,1,undecaprenyl diphosphate synthase
cdsA,NP_414717.2,195676,196534,1,CDP-diglyceride synthetase
rseP,NP_414718.1,196545,197898,1,intramembrane zinc metalloprotease
bamA,NP_414719.1,197927,200360,1,outer membrane protein assembly factor BamA
skp,NP_414720.1,200481,200967,1,periplasmic chaperone Skp
lpxD,NP_414721.1,200970,201996,1,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
fabZ,NP_414722.1,202100,202556,1,3-hydroxy-acyl-[acyl-carrier-protein] dehydratase
lpxA,NP_414723.1,202559,203348,1,UDP-N-acetylglucosamine acyltransferase
lpxB,NP_414724.1,203347,204496,1,lipid A disaccharide synthase
rnhB,NP_414725.1,204492,205089,1,RNase HII
dnaE,NP_414726.1,205125,208608,1,DNA polymerase III subunit alpha
accA,NP_414727.1,208620,209580,1,acetyl-CoA carboxyltransferase subunit alpha
ldcC,NP_414728.1,209678,211820,1,lysine decarboxylase 2
yaeR,NP_414729.4,211876,212266,1,VOC domain-containing protein YaeR
tilS,NP_414730.1,212330,213629,1,tRNA(Ile)-lysidine synthetase
rof,NP_414731.2,213677,213932,-1,modulator of Rho-dependent transcription termination
yaeP,YP_026160.1,213924,214125,-1,UPF0253 family protein YaeP
yaeQ,NP_414732.1,214290,214836,1,uncharacterized protein YaeQ
arfB,NP_414733.1,214832,215255,1,peptidyl-tRNA hydrolase: ribosome rescue factor
nlpE,NP_414734.1,215268,215979,1,lipoprotein NlpE
yaeF,NP_414735.4,216178,217003,-1,peptidase C92 family protein
proS,NP_414736.1,217056,218775,-1,proline--tRNA ligase
trmO,NP_414737.1,218886,219594,-1,tRNA m(6)t(6)A37 methyltransferase
rcsF,NP_414738.1,219590,219995,-1,outer membrane lipoprotein RcsF
metQ,NP_414739.1,220112,220928,-1,L-methionine/D-methionine ABC transporter membrane anchored binding protein
metI,NP_414740.1,220967,221621,-1,L-methionine/D-methionine ABC transporter membrane subunit
metN,NP_414741.1,221613,222645,-1,L-methionine/D-methionine ABC transporter ATP binding subunit
gmhB,NP_414742.1,222832,223408,1,D-glycero-beta-D-manno-heptose-1:7-bisphosphate 7-phosphatase
dkgB,NP_414743.1,229166,229970,1,methylglyoxal reductase DkgB
yafC,NP_414744.1,229966,230881,-1,putative LysR family transcriptional regulator YafC
yafD,NP_414745.1,231121,231922,1,endonuclease/exonuclease/phosphatase domain-containing protein YafD
yafE,NP_414746.1,231925,232549,1,putative S-adenosylmethionine-dependent methyltransferase
mltD,NP_414747.1,232596,233955,-1,membrane-bound lytic murein transglycosylase D
gloB,NP_414748.1,234026,234782,-1,hydroxyacylglutathione hydrolase GloB
yafS,NP_414749.2,234815,235538,1,putative S-adenosyl-L-methionine-dependent methyltransferase
rnhA,NP_414750.1,235534,236002,-1,ribonuclease HI
dnaQ,NP_414751.1,236066,236798,1,DNA polymerase III subunit epsilon
yafT,NP_414752.1,237334,238120,1,lipoprotein YafT
ykfM,YP_001165307.1,238256,238736,-1,uncharacterized protein YkfM
yafU,N.A.,238745,239084,-1,putative inner membrane protein
yafF,N.A.,239189,239378,1,putative uncharacterized protein YafF
yafV,NP_414754.1,239418,240189,-1,2-oxoglutaramate amidase
ivy,NP_414755.1,240342,240816,1,periplasmic chaperone: inhibitor of vertebrate C-type lysozyme
fadE,NP_414756.2,240858,243303,-1,acyl-CoA dehydrogenase
lpcA,NP_414757.1,243542,244121,1,D-sedoheptulose 7-phosphate isomerase
yafJ,NP_414758.1,244326,245094,1,putative amidotransferase
yafK,NP_414759.1,245064,245805,-1,L:D-transpeptidase domain-containing protein YafK
yafQ,NP_414760.1,245960,246239,-1,ribosome-dependent mRNA interferase toxin YafQ
dinJ,NP_414761.1,246241,246502,-1,antitoxin/DNA-binding transcriptional repressor DinJ
yafL,NP_414762.1,246711,247461,1,NlpC/P60 family protein YafL
rayT,NP_414763.1,247636,248134,1,REP-associated tyrosine transposase
lfhA,N.A.,248357,250070,-1,flagellar system protein: promoterless fragment
lafU,N.A.,250071,250827,1,flagellar system protein: promoterless fragment
dinB,NP_414766.1,250897,251953,1,DNA polymerase IV
yafN,NP_414767.1,252004,252298,1,antitoxin YafN
yafO,NP_414768.1,252300,252699,1,ribosome-dependent mRNA interferase toxin YafO
yafP,NP_414769.1,252708,253161,1,putative acyltransferase with acyl-CoA N-acyltransferase domain
ykfJ,N.A.,253466,253733,1,conserved protein YkfJ
prfH,N.A.,253701,254202,1,putative peptide chain release factor
pepD,NP_414772.1,254258,255716,-1,peptidase D
gpt,NP_414773.1,255976,256435,1,xanthine-guanine phsophoribosyltransferase
frsA,NP_414774.1,256526,257771,1,fermentation-respiration switch protein
crl,N.A.,257828,259006,1,RNA polymerase holoenzyme assembly factor Crl
insB9,YP_009518739.1,257922,258426,-1,IS1 transposase B
insA9,YP_009518740.1,258344,258620,-1,IS1 repressor TnpA
phoE,NP_414776.1,259044,260100,-1,outer membrane porin PhoE
proB,NP_414777.1,260387,261491,1,glutamate 5-kinase
proA,NP_414778.1,261502,262756,1,glutamate-5-semialdehyde dehydrogenase
ykfN,N.A.,263149,263212,-1,YdiA family protein
ykfI,NP_414779.1,263327,263669,-1,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system
yafW,NP_414780.1,263689,264007,-1,antitoxin of the YkfI-YafW toxin-antitoxin pair
ykfH,YP_588435.1,264025,264247,-1,DUF987 domain-containing protein YkfH
ykfG,NP_414781.1,264255,264732,-1,CP4-6 prophage; RadC-like JAB domain-containing protein YkfG
yafX,NP_414782.1,264747,265206,-1,CP4-6 prophage; protein YafX
ykfF,NP_414783.1,265303,265543,-1,CP4-6 prophage; protein YkfF
ykfB,NP_414784.1,265619,266087,-1,CP4-6 prophage; protein YkfB
yafY,NP_414785.4,266109,266553,-1,CP4-6 prophage; inner membrane lipoprotein YafY
yafZ,NP_414786.4,267183,268005,-1,CP4-6 prophage; conserved protein YafZ
ykfA,NP_414787.4,268096,268960,-1,CP4-6 prophage; putative GTP-binding protein YkfA
perR,NP_414788.1,269288,270182,-1,putative transcriptional regulator PerR
insN,N.A.,270277,272190,1,CP4-6 prophage; IS911A regulator fragment
insI-1,NP_414790.1,270602,271754,1,IS30 transposase
ykfC,YP_009518741.1,272846,273992,1,CP4-6 prophage; PF00078 domain-containing protein YkfC
insH-1,NP_414793.1,274100,275117,-1,CP4-6 prophage; IS5 transposase and trans-activator
mmuP,NP_414794.4,275324,276728,1,S-methyl-L-methionine transporter
mmuM,NP_414795.1,276714,277647,1,homocysteine S-methyltransferase
afuC,NP_414796.2,277755,278802,-1,CP4-6 prophage; ABC transporter ATP-binding protein AfuC
afuB,N.A.,278813,279162,-1,CP4-6 prophage; ABC transporter membrane protein AfuB
insB-2,NP_414798.1,279177,279681,-1,IS1 protein InsB
insA-2,NP_414799.1,279599,279875,-1,IS1 protein InsA
yagB,YP_009518742.1,280384,280735,-1,orphan antitoxin YagB
yagA,NP_414801.1,280828,281983,-1,CP4-6 prophage; integrase core domain-containing protein YagA
yagE,NP_414802.2,282277,283186,1,CP4-6 prophage; putative 2-keto-3-deoxygluconate aldolase
yagF,NP_414803.1,283200,285168,1,CP4-6 prophage; D-xylonate dehydratase
yagG,NP_414804.1,285394,286777,1,putative D-xylonate transporter YagG
yagH,NP_414805.1,286788,288399,1,CP4-6 prophage; putative xylosidase/arabinosidase
xynR,NP_414806.1,288403,289162,-1,CP4-6 prophage; DNA-binding transcriptional repressor XynR
argF,NP_414807.1,289300,290305,-1,CP4-6 prophage; ornithine carbamoyltransferase ArgF
ykgS,YP_009518743.1,290509,290638,1,CP4-6 prophage; protein YkgS
insB-3,NP_414808.1,290648,291152,-1,IS1 protein InsB
insA-3,NP_414809.1,291070,291346,-1,IS1 protein InsA
yagJ,YP_009518744.1,291499,292231,1,CP4-6 prophage; protein YagJ
yagK,NP_414811.1,292321,292948,-1,CP4-6 prophage; uncharacterized protein YagK
yagL,NP_414812.1,293219,293918,-1,CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL
yagM,NP_414813.1,293944,294799,-1,CP4-6 prophage; protein YagM
ykgV,YP_009518745.1,294917,295142,-1,protein YkgV
yagN,NP_414814.1,295138,295579,-1,CP4-6 prophage; protein YagN
intF,NP_414815.1,295695,297096,-1,CP4-6 prophage; putative phage integrase
yagP,YP_009518746.1,297380,297791,-1,putative LysR family substrate binding domain-containing protein YagP
paoD,NP_414817.1,297769,298726,-1,molybdenum cofactor insertion chaperone for PaoABC
paoC,NP_414818.1,298735,300934,-1,aldehyde dehydrogenase: molybdenum cofactor-binding subunit
paoB,NP_414819.1,300930,301887,-1,aldehyde dehydrogenase: FAD-binding subunit
paoA,NP_414820.1,301883,302573,-1,aldehyde dehydrogenase: Fe-S subunit
yagU,NP_414821.1,302990,303605,1,inner membrane protein that contributes to acid resistance
ykgJ,NP_414822.1,303852,304182,-1,putative zinc- or iron-chelating domain-containing protein YkgJ
ecpE,NP_414823.2,304494,305205,-1,putative fimbrial chaperone EcpE
ecpD,NP_414824.1,305173,306817,-1,fimbrial adhesin EcpD
ecpC,NP_414825.1,306806,309332,-1,putative fimbrial usher protein EcpC
ecpB,NP_414826.1,309357,310026,-1,putative fimbrial chaperone EcpB
ecpA,NP_414827.1,310083,310671,-1,common pilus major subunit
ecpR,NP_414828.1,310745,311336,-1,DNA-binding transcriptional dual regulator MatA
ykgL,NP_414829.1,312111,312339,1,uncharacterized protein YkgL
ykgO,YP_588437.1,312373,312514,-1,putative ribosomal protein
ykgM,NP_414830.1,312513,312777,-1,putative ribosomal protein
ykgR,YP_002791238.1,313140,313242,-1,putative membrane protein YkgR
ykgP,N.A.,313715,313805,-1,putative oxidoreductase
eaeH,N.A.,314356,315244,1,putative porin domain-containing protein EaeH
insE-1,NP_414832.2,315290,315590,1,IS3 element protein InsE
insF-1,NP_414833.1,315586,316453,1,IS3 element protein InsF
ykgA,N.A.,316449,317136,-1,putative DNA-binding transcriptional regulator YkgA
rclC,NP_414835.2,317725,318319,-1,reactive chlorine species resistance protein C
rclB,NP_414837.2,318330,318567,-1,DUF1471 domain-containing protein RclB
rclA,NP_414838.2,318675,320001,-1,putative pyridine nucleotide-disulfide oxidoreductase RclA
rclR,NP_414839.1,320226,321081,1,DNA-binding transcriptional activator RclR
ykgE,NP_414840.1,321607,322327,1,putative lactate utilization oxidoreductase YkgE
ykgF,NP_414841.1,322337,323765,1,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
ykgG,NP_414842.4,323757,324453,1,DUF162 domain-containing lactate utilization protein YkgG
ykgH,NP_414844.1,324695,325364,-1,uncharacterized protein YkgH
betA,NP_414845.1,325576,327247,-1,choline dehydrogenase
betB,NP_414846.1,327260,328733,-1,betaine aldehyde dehydrogenase
betI,NP_414847.3,328746,329334,-1,DNA-binding transcriptional repressor BetI
betT,NP_414848.1,329462,331496,1,choline:H(+) symporter
yahV,YP_009518747.1,331801,331876,1,protein YahV
pdeL,NP_414849.1,332370,333459,1,DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL
yahB,NP_414850.1,333500,334433,-1,putative LysR-type DNA-binding transcriptional regulator YahB
yahC,NP_414851.1,334524,335022,-1,uncharacterized protein YahC
yahD,NP_414852.1,335279,335885,1,ankyrin repeat-containing protein YahD
yahE,NP_414853.1,335924,336788,1,DUF2877 domain-containing protein YahE
yahF,NP_414854.1,336777,338325,1,putative acyl-CoA synthetase YahF
yahG,NP_414855.1,338324,339743,1,DUF1116 domain-containing protein YahG
yahH,YP_009518748.1,339792,340089,1,putative uncharacterized protein YahH
yahI,NP_414857.1,340164,341115,1,carbamate kinase-like protein YahI
yahJ,NP_414858.1,341124,342507,1,putative deaminase with metallo-dependent hydrolase domain
yahK,NP_414859.1,342883,343933,1,aldehyde reductase: NADPH-dependent
yahL,NP_414860.1,344175,344991,1,uncharacterized protein YahL
yahM,NP_414861.2,345403,345649,1,uncharacterized protein YahM
yahN,NP_414862.1,345665,346337,-1,putative amino acid exporter
yahO,NP_414863.1,346483,346759,1,DUF1471 domain-containing protein YahO
prpR,NP_414864.1,346856,348443,-1,DNA-binding transcriptional dual regulator PrpR
prpB,NP_414865.1,348681,349572,1,2-methylisocitrate lyase
prpC,NP_414867.1,350011,351181,1,2-methylcitrate synthase
prpD,NP_414868.1,351214,352666,1,2-methylcitrate dehydratase
prpE,NP_414869.1,352705,354592,1,propionyl-CoA synthetase
codB,NP_414870.1,354921,356181,1,cytosine transporter
codA,NP_414871.1,356170,357454,1,cytosine/isoguanine deaminase
cynR,NP_414872.3,357790,358690,-1,DNA-binding transcriptional dual regulator CynR
cynT,NP_414873.1,358798,359458,1,carbonic anhydrase 1
cynS,NP_414874.1,359488,359959,1,cyanase
cynX,NP_414875.1,359991,361146,1,cyanate transporter
lacA,NP_414876.1,361248,361860,-1,galactoside O-acetyltransferase
lacY,NP_414877.1,361925,363179,-1,lactose permease
lacZ,NP_414878.1,363230,366305,-1,beta-galactosidase
lacI,NP_414879.3,366427,367510,-1,DNA-binding transcriptional repressor LacI
mhpR,NP_414880.2,367586,368420,-1,DNA-binding transcriptional activator MhpR
mhpA,NP_414881.1,368610,370275,1,putative 3-(3-hydroxyphenyl)propanoate/3-hydroxycinnamate hydroxylase
mhpB,NP_414882.1,370276,371221,1,3-carboxyethylcatechol 2:3-dioxygenase
mhpC,NP_414883.5,371238,372105,1,2-hydroxy-6-ketonona-2:4-dienedioate hydrolase
mhpD,NP_414884.2,372114,372924,1,2-hydroxypentadienoate hydratase
mhpF,NP_414885.1,372920,373871,1,acetaldehyde dehydrogenase (acylating)
mhpE,NP_414886.1,373867,374881,1,4-hydroxy-2-oxovalerate aldolase
mhpT,NP_414887.2,375458,376670,1,3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter
yaiL,NP_414888.4,376771,377311,1,DUF2058 domain-containing protein YaiL
frmB,NP_414889.1,377534,378368,-1,S-formylglutathione hydrolase FrmB
frmA,NP_414890.1,378461,379571,-1,S-(hydroxymethyl)glutathione dehydrogenase
frmR,NP_414891.4,379605,379881,-1,DNA-binding transcriptional repressor FrmR
yaiO,NP_414892.1,380068,380842,-1,outer membrane protein YaiO
yaiX,N.A.,382590,381260,-1,putative acyltransferase: N-terminal fragment
insC-1,NP_414894.2,381350,381716,1,IS2 element protein InsA
insD-1,NP_414895.1,381673,382579,1,IS2 element protein
yaiP,NP_414897.1,382738,383935,-1,putative glucosyltransferase
ykiC,YP_009518749.1,383959,384079,1,protein YkiC
yaiS,NP_414898.4,384058,384616,-1,putative deacetylase YaiS
tauA,NP_414899.2,385231,386194,1,taurine ABC transporter periplasmic binding protein
tauB,NP_414900.1,386206,386974,1,taurine ABC transporter ATP binding subunit
