yafO,NP_308287.1,290187,290586,1,mRNA interferase toxin of the YafO-YafN toxin-antitoxin system
yafP,NP_308288.2,290670,291048,1,acetyltransferase
ykfJ,NP_308289.1,291354,291621,1,hypothetical protein
prfH,NP_308290.1,291589,292090,1,peptide chain release factor RF-1
pepD,NP_308291.1,292146,293604,-1,aminoacyl-histidine dipeptidase
gpt,NP_308292.1,293864,294323,1,xanthine phosphoribosyltransferase
frsA,NP_308293.1,294414,295659,1,fermentation-respiration switch protein
crl,NP_308294.1,295716,296118,1,transcriptional regulator Crl
phoE,NP_308295.1,296156,297212,-1,outer membrane phosphoporin protein E
proB,NP_308296.1,297499,298603,1,gamma-glutamate kinase
proA,NP_308297.1,298614,299868,1,gamma-glutamylphosphate reductase
intD,N.A.,300072,301047,-1,N.A.
N.A.,NP_308299.1,300937,301183,-1,phage early gene regulator
N.A.,NP_308300.1,301422,301812,-1,hypothetical protein
N.A.,NP_308301.1,301939,302653,-1,phage repressor protein CI
N.A.,NP_308302.1,302753,302954,1,phage repressor Cro
N.A.,NP_308303.1,303072,303366,1,phage regulatory protein CII
N.A.,N.A.,303398,304321,1,N.A.
N.A.,N.A.,304317,304629,1,N.A.
N.A.,NP_308307.1,304628,305423,1,phage tail fiber protein
tfaE,NP_308308.1,305422,306016,1,phage tail fiber assembly protein
yfdK,NP_308309.1,305987,306431,-1,phage tail fiber assembly protein
yfdL,NP_308310.1,306451,306862,-1,phage tail protein
pinE,NP_308311.1,306891,307446,1,DNA-invertase
N.A.,NP_308312.1,307503,308277,-1,hypothetical protein
N.A.,NP_308314.1,309100,309844,1,transcription regulator
N.A.,NP_308315.1,309885,310239,-1,transposase
intS,NP_308316.1,310806,311988,1,integrase
N.A.,NP_308317.1,311991,312408,1,hypothetical protein
N.A.,NP_308318.1,312380,312998,1,hypothetical protein
N.A.,NP_308319.1,312997,313456,1,hypothetical protein
N.A.,N.A.,313448,315268,1,N.A.
N.A.,NP_308323.1,315677,315950,-1,transcription activator
N.A.,NP_308324.1,315955,316507,-1,phage polarity suppression protein
N.A.,NP_308325.1,316503,317256,-1,phage capsid size determining protein
N.A.,NP_308326.1,318189,318450,1,transcriptional regulator
N.A.,NP_308327.1,318446,319004,1,phage repressor protein
N.A.,NP_308328.1,319000,319222,1,hypothetical protein
N.A.,NP_308329.1,319221,319545,1,hypothetical protein
N.A.,NP_308330.1,319558,321892,1,phage DNA primase
N.A.,NP_308331.1,322024,322981,-1,hypothetical protein
yagP,NP_308332.2,323656,324556,-1,LysR family transcriptional regulator
N.A.,NP_308333.1,324654,325377,1,oxidoreductase
N.A.,NP_308334.1,325543,325822,1,putative membrane protein
N.A.,NP_308336.1,326524,327427,-1,transcriptional regulator
N.A.,NP_308337.2,327672,328731,1,hypothetical protein
N.A.,NP_308338.2,328872,330000,1,transport protein
paoD,NP_308340.1,330178,331135,-1,moco insertion factor for PaoABC aldehyde oxidoreductase
paoC,NP_308341.1,331144,333343,-1,moco-containing subunit of PaoABC aldehyde oxidoreductase
paoB,NP_308342.1,333339,334296,-1,FAD-containing subunit of PaoABC aldehyde oxidoreductase
yagT,NP_308343.1,334292,334982,-1,xanthine dehydrogenase
yagU,NP_308344.1,335399,336014,1,hypothetical protein
ecpE,NP_308346.2,336903,337614,-1,ECP production pilus chaperone
ecpD,NP_308347.1,337582,339226,-1,polymerized tip adhesin of ECP fibers
ecpC,NP_308348.1,339215,341741,-1,ECP production outer membrane protein
ecpB,NP_308349.1,341766,342435,-1,ECP production pilus chaperone
ecpA,NP_308350.1,342492,343080,-1,ECP pilin
ecpR,NP_308351.2,343154,343697,-1,transcriptional regulator for the ecp operon
ykgL,NP_308353.1,344521,344713,1,hypothetical protein
ykgO,YP_009502590.1,344782,344923,-1,50S ribosomal protein L36
ykgM,NP_308354.2,344922,345189,-1,50S ribosomal protein L31 type B
N.A.,NP_308355.2,345449,345830,1,transposase
N.A.,NP_308356.1,345826,346174,1,transposase
N.A.,NP_308357.1,346223,347762,1,transposase
N.A.,NP_308358.1,348573,349716,-1,NADH-dependent flavin oxidoreductase
ycjY,NP_308359.1,349950,350871,-1,hydrolase
ycaN,NP_308360.1,351027,351954,1,transcriptional regulator
N.A.,NP_308361.1,352241,352598,-1,hypothetical protein
N.A.,NP_308362.1,352790,353366,-1,oxidoreductase
N.A.,NP_308363.1,353931,358185,1,invasin
ykgA,NP_308364.2,358305,359163,-1,transcriptional regulator
N.A.,NP_308365.3,359411,360281,1,reductase
rclC,NP_308366.1,360440,361034,-1,reactive chlorine species stress resistance inner membrane protein
rclA,NP_308369.2,361390,362716,-1,pyridine nucleotide-dependent disulfide oxidoreductase of reactive chlorine stress species RCS resistance
rclR,NP_308370.1,362941,363796,1,reactive chlorine species-specific activator of the rcl genes
ykgE,NP_308371.1,364322,365042,1,cysteine-rich LutA family protein
ykgF,NP_308372.1,365052,366480,1,iron-sulfur cluster-binding protein
ykgG,NP_308373.2,366472,367168,1,hypothetical protein
N.A.,N.A.,367662,368079,-1,N.A.
N.A.,NP_308376.2,368260,368473,-1,autotransporter
N.A.,NP_308377.1,368426,369521,-1,autotransporter
hyxA,NP_308378.1,369562,370324,-1,hypothetical protein
hyxR,NP_308379.2,371104,371272,-1,hypothetical protein
N.A.,N.A.,371780,372221,-1,N.A.
N.A.,NP_303089.1,372407,372542,1,hypothetical protein
betA,NP_308384.1,373223,374912,-1,choline dehydrogenase
betB,NP_308385.2,374925,376398,-1,betaine aldehyde dehydrogenase
betI,NP_308386.3,376411,376999,-1,transcriptional repressor
betT,NP_308387.1,377127,379161,1,choline transporter of high affinity
N.A.,NP_308389.1,379734,383718,1,AidA-I family adhesin
yahA,NP_308390.1,383859,384948,1,c-di-GMP-specific phosphodiesterase
yahB,N.A.,384989,385921,-1,N.A.
yahC,NP_308393.1,386012,386315,-1,hypothetical protein
yahD,NP_308394.1,386777,387383,1,ankyrin domain-containing protein
yahE,NP_308395.1,387422,388286,1,hypothetical protein
yahF,NP_308396.1,388275,389823,1,NAD(P)-binding succinyl-CoA synthase
yahG,NP_308397.1,389822,391241,1,hypothetical protein
yahH,NP_308398.1,391266,391587,1,hypothetical protein
yahI,NP_308399.1,391755,392706,1,carbamate kinase
yahJ,NP_308400.1,392715,394098,1,metallo-dependent hydrolase domain deaminase
N.A.,YP_009502591.1,394396,394807,1,hypothetical protein
N.A.,NP_308401.1,395057,396044,1,sugar-binding protein
N.A.,NP_308402.2,396398,397577,1,ATP-binding component of sugar ABC transporter
N.A.,NP_308404.1,397569,398541,1,permease
N.A.,NP_308405.1,398537,399494,1,permease
yahK,NP_308406.1,399580,400630,1,broad specificity NADPH-dependent aldehyde reductase
yahL,NP_308407.1,400872,401688,1,hypothetical protein
yahN,NP_308409.4,402365,402998,-1,neutral amino-acid efflux system
yahO,NP_308410.1,403183,403459,1,hypothetical protein
prpR,NP_308411.1,403556,405143,-1,propionate catabolism operon regulatory protein
prpB,NP_308412.1,405381,406272,1,2-methylisocitrate lyase
prpC,NP_308413.1,406427,407597,1,2-methylcitrate synthase
prpD,NP_308414.1,407630,409082,1,2-methylcitrate dehydratase
prpE,NP_308415.1,409121,411008,1,propionate--CoA ligase
codB,NP_308416.1,411901,413161,1,cytosine transporter
codA,NP_308417.1,413150,414434,1,cytosine/isoguanine deaminase
cynR,NP_308418.1,414566,415466,-1,transcriptional activator of cyn operon
cynT,NP_308419.2,415575,416235,1,carbonic anhydrase
cynS,NP_308420.1,416265,416736,1,cyanate aminohydrolase
cynX,NP_308421.2,416741,417923,1,cyanate transporter
lacA,NP_308422.1,418025,418637,-1,galactoside O-acetyltransferase
lacY,NP_308423.1,418702,419956,-1,lactose permease
lacZ,NP_308424.1,420007,423082,-1,beta-D-galactosidase
lacI,NP_308425.4,423204,424296,-1,lactose operon repressor
N.A.,NP_308426.1,424323,425277,-1,transcriptional regulator
N.A.,NP_308427.2,425296,426073,-1,hypothetical protein
mhpR,NP_308428.3,426187,427135,-1,mhp operon transcriptional activator
mhpA,NP_308429.1,427211,428876,1,3-(3-hydroxyphenyl)propionate hydroxylase
mhpB,NP_308430.1,428877,429822,1,2:3-dihydroxyphenylpropionate 1:2-dioxygenase
mhpC,NP_308431.3,429839,430706,1,2-hydroxy-6-ketonona-2:4-dienedioic acid hydrolase
mhpD,NP_308432.2,430715,431525,1,2-keto-4-pentenoate hydratase
mhpF,NP_308433.1,431521,432472,1,acetaldehyde-CoA dehydrogenase II
mhpE,NP_308434.1,432468,433482,1,4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase
mhpT,NP_308435.2,433657,434869,1,3-hydroxyphenylpropionic transporter
yaiL,NP_308436.2,434970,435510,1,hypothetical protein
frmB,NP_308437.1,435634,436468,-1,S-formylglutathione hydrolase
frmA,NP_308438.1,436560,437670,-1,S-(hydroxymethyl)glutathione dehydrogenase
frmR,NP_308439.4,437704,437980,-1,regulator protein that represses frmRAB operon
afuC,NP_308440.2,438139,439186,-1,ferric transporter subunit
N.A.,NP_308441.1,439197,441276,-1,ferric transport system permease
N.A.,NP_308442.1,441344,442376,-1,periplasmic-iron-binding protein
N.A.,NP_308443.1,442372,443677,-1,regulatory protein
N.A.,NP_308444.1,443761,445303,-1,sensor histidine protein kinase
N.A.,NP_308445.1,445302,445932,-1,transcription regulator
tauA,NP_308446.1,446234,447197,1,taurine ABC transporter periplasmic binding protein
tauB,NP_308447.1,447209,447977,1,taurine ABC transporter ATPase
tauC,NP_308448.1,447973,448801,1,taurine ABC transporter permease
tauD,NP_308449.1,448797,449649,1,taurine dioxygenase
hemB,NP_308450.2,449755,450730,-1,5-aminolevulinate dehydratase
yaiT,NP_308451.1,451255,454198,1,flagellin structural protein
yaiV,NP_308452.2,454285,454909,1,transcriptional regulator
ampH,NP_308453.1,454909,456067,-1,D-alanyl-D-alanine- carboxypeptidase/endopeptidase
sbmA,NP_308454.1,456418,457639,1,peptide antibiotic transporter
